사업장명,소재지전화,소재지전체주소,좌표정보(x),좌표정보(y)
경희체육관,02-338-9126,서울특별시 마포구 합정동 354-17번지 7층,192727.274816449,449478.849222576
한국 효 태권도,02-334-9202,서울특별시 마포구 망원동 398-2번지 (2층),191425.888995199,450256.511797473
태비태권도장,02-376-3321,서울특별시 마포구 상암동 37-25번지 지층,190489.596925595,452657.407013439
용인대 라이온즈 태권도장,02-714-1999,서울특별시 마포구 염리동 174-14번지,195038.105005811,448896.754707491
경희대 석사 태영 태권도,02-336-1878,서울특별시 마포구 창전동 439번지 태영A 상가 3층,193831.413314099,450124.601237097
강덕무관(우슈),966-0250,서울특별시 동대문구 청량리동 743-4번지,203888.93559076,453158.5066531
무궁화체육관,02-336-7740,서울특별시 마포구 연남동 566-64 지하1층,193086.171639658,450993.844393427
문무관,337-0478,서울특별시 마포구 망원동 378-3번지 삼양빌딩 지층,192005.642565774,450350.487300161
용인대 한미태권도,02-707-1483,서울특별시 마포구 신공덕동 155번지 삼성@상가지층2호3호,196018.691950482,449025.769079849
마포키즈체육관,712-7333,서울특별시 마포구 도화동 353번지 현대2차(아)상가2층,195669.217619713,448393.658663222
공덕태권도장,712-2228,서울특별시 마포구 신공덕동 13-18번지 3층,195990.576166748,449277.440801018
용무라별태권도장,02-392-9000,서울특별시 마포구 아현동 326-28 3층,195937.548282074,450431.765328517
신석체육관,02-704-5755,서울특별시 마포구 현석동 48-2번지 3층,194103.426378286,449051.367508554
대성권투체육관,3144-1212,서울특별시 마포구 서교동 355-27번지 (5층),192956.352159404,450170.979689778
한얼체육관,02-712-0545,"서울특별시 마포구 도화동 82번지 외3필지 도화3지구우성아파트18동 우성A상가 삼층 6,7호",195251.653529577,448236.655548283
현대체육관,337-8842,서울특별시 마포구 망원동 424-25번지,191559.814882774,450685.777235405
마포수년복싱체육관,02-703-7908,서울특별시 마포구 대흥동 12-141번지 4층,194896.844455103,450419.610374388
도성검도관,302-6795,서울특별시 마포구 성산동 146-1번지 (1층),191644.000501123,451871.128551801
ALD태권도수련관,02-3275-7779,"서울특별시 마포구 대흥동 660번지 태영상가 501,502호",194855.132261445,449165.068261658
성미경희대태권도장,02-334-1617,서울특별시 마포구 성산동 244-9번지 2층,192149.341747019,450749.38512193
언더복싱박스,02-959-1101,서울특별시 동대문구 회기동 60-31번지,204571.882032275,454314.512181787
마포중앙체육관,717-6565,서울특별시 마포구 마포동 195-1,195120.039850769,448493.536326516
경희대 드림태권도,02-2685-0010,서울특별시 구로구 궁동 189-74,185168.026969823,443623.563702842
탑복싱,02-3281-0211,서울특별시 구로구 구로동 685-147 현대상가 401호,188895.271473208,443768.168184858
데이빗 복싱체육관,02-2612-1515,서울특별시 구로구 고척동 50-27 대화빌딩3층,187843.152226964,444702.375412466
마포유도체육관,02-702-7737,서울특별시 마포구 염리동 178-55번지,194972.909247662,449441.078973745
용인대 성서 태권도,3142-1740,서울특별시 마포구 성산동 244-6번지,192188.54331739,450758.075922879
일동태권도장,02-717-3218,서울특별시 마포구 도화동 185-13 1층,195721.522619056,448748.556712993
오륜태권도,2212-8488,서울특별시 동대문구 답십리동 80 답십리청솔우성아파트,205208.167449959,452466.868525878
비룡태권도총본관,335-7333,서울특별시 마포구 창전동 437-0번지 삼성아파트상가3층302,193824.338955745,449880.653018992
동대문종합사회복지관(검도장업),920-4500,서울특별시 동대문구 제기동 220,202950.060576221,453523.996663315
동아태권도,967-6291,서울특별시 동대문구 청량리동 520-46,203602.124492848,453838.374252453
청도경희대태권도장,043-836-4294,충청북도 증평군 증평읍 장동리 771,252465.550867,364847.823975
서산태권도체육관,041-668-8868,충청남도 서산시 석남동 63-2번지 지하층,151723.342902,362944.598209
월드태권도장,041-663-9766,충청남도 서산시 음암면 도당리 1550-28번지,155969.15953,365391.456801
인하태권도장,041-668-8866,"충청남도 서산시 성연면 일람리 1106번지 3~4층(301호, 401호)",150971.719457,369155.568708
용인대 꿈나무 태권도장,041-669-8357,충청남도 서산시 읍내동 624-1번지 2층 상가동,150219.244496,365026.951115
신동길복싱월드,041-667-2008,충청남도 서산시 동문동 201-12번지 2층,152189.116893,364223.422615
이태구태권도장,041-669-9066,충청남도 서산시 동문동 71-1번지 코아루@ 305~306호 상가동,152190.021946,365121.948335
드림태권도전문도장,043.838-6070,충청북도 증평군 증평읍 장동리 432-2,252709.926225,365276.061275
백화상무체육관,675-1641,충청남도 태안군 태안읍 동문리 358-3번지,137787.037478,361557.60559
충무태권도장,675-6425,충청남도 태안군 태안읍 동문리 299-1번지,137395.886506,361514.186895
상무석사태권도,674-1641,충청남도 태안군 태안읍 남문리 278-15번지,137078.575567,361962.03947
태안검도관,675-2491,충청남도 태안군 태안읍 동문리 68-16번지,138212.489805,361075.144626
용인대상무체육관,673-7939,충청남도 태안군 안면읍 승언리 972-29번지,141252.33526,335812.346613
솔로몬 태권도장,041-672-0061,충청남도 태안군 태안읍 동문리 691-2번지,137302.683043,362072.722638
영웅태권도체육관,043-836-4117,충청북도 증평군 증평읍 교동리 197,252259.663819,364802.675074
승리태권도체육관,041-665-1727,충청남도 서산시 석림동 475번지,152168.496614,363400.723202
차재운 태권스쿨,041-667-0348,충청남도 서산시 석림동 463-6번지,152108.665966,363395.85022
솔로몬태권도장,041-669-1488,"충청남도 서산시 읍내동 738-6번지 롯데낙천대@상가 3층 302,303호",150040.184555,364248.883051
삼성태권도,041-667-0676,충청남도 서산시 죽성동 74-1번지 3층 1호 상가동,150572.708871,360660.586089
올림픽스포츠센터,041-669-6761,충청남도 서산시 수석동 76-4,154472.339801,363421.931599
수석태권도장,041-666-1646,"충청남도 서산시 석림동 423-13번지 201, 301호",152259.307535,363179.570502
해동검도관,041-667-4507,충청남도 서산시 읍내동 806-6번지 3층,150434.844813,364142.438972
이글체육관,041-669-1929,충청남도 서산시 운산면 용장리 364-14번지 1층,162599.249654,367862.054299
챔피언태권스쿨,041-669-3335,충청남도 서산시 석림동 760-15번지 무경빌딩 2층,151772.426334,363211.500928
참빛태권스쿨,041-668-5060,충청남도 서산시 석남동 129-5번지 3층,151064.773867,363001.881481
검연검도관,041-667-8613,충청남도 서산시 동문동 366-1번지 2층,151941.965132,364905.130492
뮤트복싱체육관,041-669-1211,충청남도 서산시 석남동 26-7번지,151155.99553,363340.395194
경희대박사태권아카데미,041-665-3373,충청남도 서산시 동문동 61-11번지,152269.095434,364945.812495
연세태권도,041-681-4560,충청남도 서산시 성연면 일람리 1092번지 3층 301호,150882.118354,369273.418937
용인대 서남 태권도장,041-666-2207,충청남도 서산시 예천동 1332번지 110동 201~3호,150164.262912,363204.115484
하랑태권도,041-669-4820,충청남도 서산시 석림동 499-12번지 4층,152284.867929,363537.721562
서산Y복싱클럽,041-665-1278,충청남도 서산시 예천동 1258-1번지,150934.284944,363649.229933
용인대비호태권도장,833-1293,충청북도 괴산군 괴산읍 서부리 275-14,270432.206817,367680.246554
중앙체육관,834-3356,충청북도 괴산군 괴산읍 동부리 667-15번지,270680.481307,367874.316022
용인대화랑태권도장,043-832-2505,충청북도 괴산군 괴산읍 동부리 680-4번지,270631.660325,367653.217817
고려대강호체육관,043-838-5557,충청북도 증평군 증평읍 장동리 564번지,252406.238062,365020.526986
화랑체능스쿨,043-836-3151,충청북도 증평군 증평읍 창동리 66번지,251786.070823,365108.99994
더파이팅 복싱짐,043-838-9007,충청북도 증평군 증평읍 신동리 108,251627.973777,364653.522683
상운용인대석사태권도,041-6293-5112,충청남도 태안군 태안읍 동문리 932번지,138246.736443,360915.575193
국술원도장,041-669-5369,충청남도 서산시 대산읍 대산리 832번지 상가동 지하1층,148624.305317,382525.21095
최강합기도,041-668-0458,충청남도 서산시 동문동 59-33번지 2층,152304.990055,364892.052749
용인대대명태권도(본관),041-664-6066,충청남도 서산시 동문동 506-2번지 3층,151628.736617,365581.040825
서산유도관,041-666-0721,충청남도 서산시 동문동 274-11번지 남일장 1층,151663.353015,364215.240724
장광재태권도,041-664-0123,충청남도 서산시 석남동 129-21번지,151105.872471,362986.196545
대한민국태권도장,041-666-0071,충청남도 서산시 예천동 104번지 2층,150551.020076,363205.090635
서산 힘찬 태권도장,041-664-2885,충청남도 서산시 음암면 부장리 219-2번지,157271.026457,364990.965569
정발산 국가대표 스타태권도장,031-915-1636,경기도 고양시 일산동구 정발산동 1175-3 원일빌딩,179987.131557364,463124.028565025
아리솔태권도,042-282-7686,대전광역시 동구 가오동 491번지,240922.3,312270.77
대원검도관,053-963-4584,대구광역시 동구 봉무동 1543-7번지,347585.728377,270415.790441
양우태권도,042-527-3313,대전광역시 서구 도마동 24-47번지,233205.426937,313741.355975
채승곤KO복싱클럽,061-351-8212,전라남도 영광군 영광읍 백학리 46번지,155271.24657,197568.131595
파워 복싱 스쿨,02-396-1288,서울특별시 서대문구 홍은동 427-4번지,194323.087613998,453288.060642666
블랙벨트태권도장,02-898-5580,경기도 광명시 하안동 295-1번지 하안주공 7단지 종합상가,189264.718732178,439766.245121637
셀럽바디,945-0610,경기도 파주시 문발동 602-7번지,174476.100242819,468679.654725294
상주유도관,054-532-0987,경상북도 상주시 남성동 14-8번지 2층,303826.494316612,324337.889328792
나르샤태권도장,817-4891,인천광역시 연수구 동춘동 922 풍림연수3차아파트,170935.581292413,434522.198048484
예인 태권도장,031-247-6556,경기도 수원시 장안구 정자동 43-105 3층,199802.23681364,421217.191824292
퀸복싱클럽,054-282-9006,경상북도 포항시 남구 효자동 603-4번지 302호,411128.319879539,280896.180140745
용인대한호태권도장,292-6541,"경기도 수원시 권선구 서둔동 361-1 상가동 1,2호",198080.267885232,419908.036770646
부곡 김사부 유도관,582-6565,부산광역시 금정구 부곡동 248-4번지 지하1층,390365.232671421,194426.240148924
충무공태권도장,055-758-5277,경상남도 진주시 충무공동 328-1번지,304494.872014403,186374.877075042
박동원태권도장,051-626-5150,부산광역시 남구 대연동 290-7번지 대연문구팬시,390630.757426041,183935.272085182
PEC동탄점,031-372-4182,경기도 오산시 외삼미동 177-5번지,205064.622592712,410586.052621095
국가대표 한빛태권도 교육관,041-532-3698,충청남도 아산시 배방읍 공수리 1675번지 배방5차한성필하우스아파트,204321.774178,363494.022121
킨 복싱(Keen Boxing),041-558-8283,충청남도 천안시 서북구 성정동 1473번지 반도메르디앙빌딩,212489.76829,369589.892808
L&K 경희대태권도스쿨,02-576-1119,서울특별시 강남구 개포동 167-3번지 영동농협개포지소,205329.921889571,442290.001186463
늘푸른 태권도장,054-436-8688,경상북도 김천시 율곡동 35번지,305715.727384919,291877.797229365
드림아이 태권도,02-999-2326,서울특별시 강북구 수유동 605-315번지,201609.354237178,459865.807260458
용인대한국태권도장,216-0055,경기도 수원시 팔달구 우만동 133 501호,203229.757829651,419702.79266893
용인대천성태권도장,031-416-1399,경기도 수원시 권선구 당수동 232-6,194630.591623422,420977.724178646
부산챔프복싱,051-244-9980,부산광역시 서구 동대신동1가 326번지 미소지음5차,384307.97574259,180660.89704286
드림바디 유도 & 휘트니스,042-525-2728,대전광역시 서구 괴정동 426-1번지 리베라 아이누리,234851.900865,315485.260692
차오름태권도장,055-343-7942,경상남도 김해시 진영읍 진영리 1612-4번지,357259.5261204,202355.448537214
광교 비상 태권도장,203-3410,경기도 수원시 영통구 이의동 1303 오드카운티A. 상가동,205158.142059708,421167.660196393
와일드복싱짐 본관,205-6311,경기도 수원시 영통구 망포동 570-5 뉴엘지프라자 301호,205097.030932658,415047.898159533
용인대천하태권도장,298-8850,"경기도 수원시 권선구 금곡동 1095 수원호매실휴먼시아8단지아파트 상가동 201,2호",195227.250194723,418985.000043087
스피드복싱클럽,0507-1363-9973,경기도 수원시 장안구 정자동 336-3,199118.655363747,421948.178073648
