사업장명,소재지전화,소재지전체주소
계명대 이지 태권스쿨,053-633-8344,대구광역시 달성군 화원읍 본리리 109-1번지
명곡태권도장,053-641-0607,대구광역시 달성군 화원읍 명곡리 138번지 명곡미래빌4단지
죽곡검도관,053-592-9800,대구광역시 달성군 다사읍 매곡리 1521-15번지
계명대챔피언태권도,053-636-8022,대구광역시 달성군 화원읍 명곡리 110-4번지 401호
탑복싱짐,070-7309-6663,대구광역시 동구 율하동 1441번지
경무키즈태권도효도관,981-7008,대구광역시 동구 불로동 1021 제림빌리지아파트
더푸른태권도장,958-5372,대구광역시 동구 각산동 400번지 각산푸르지오2단지아파트 상가2층
동경태권도 도장,053-611-6463,대구광역시 달성군 유가읍 봉리 605번지 대구테크노폴리스 호반베르디움
위풍당당 태권도장,053-615-2425,대구광역시 달성군 논공읍 북리 803-31번지
영남대성광3태권도,053-632-1511,대구광역시 달서구 진천동 684-10
동경키즈태권도 도장,053-611-6463,대구광역시 달성군 유가읍 봉리 604번지 대구테크노폴리스남해오네뜨2차
서재1체육관,053-585-0798,대구광역시 달성군 다사읍 서재리 169번지 서재화진금봉타운
다사태권스쿨,053-591-5910,대구광역시 달성군 다사읍 매곡리 719-23번지
화남 태권도,053-639-7880,대구광역시 달성군 화원읍 명곡리 110-3번지 4층
다온키즈태권도장,053-644-4489,대구광역시 달성군 화원읍 구라리 1650번지 대곡역 래미안
계명대 태양3태권도장,053-588-5866,대구광역시 달성군 다사읍 서재리 321-1 신성서 진흥더블파크
오륜 태권스쿨,053-591-1233,대구광역시 달성군 다사읍 매곡리 1548-1번지 6층
참다운 태권도,053-586-3121,대구광역시 달성군 다사읍 매곡리 1547번지 5층
용인대석사태권도장,053-525-8366,대구광역시 달성군 다사읍 매곡리 1538번지 대실역청아람 2단지
계명대 강무 태권도장,053-584-5860,대구광역시 달성군 다사읍 죽곡리 823-4번지
라온복싱클럽,964-7989,대구광역시 동구 동호동 375-3 3층
스카이태권도,965-4688,대구광역시 동구 동호동 113-10번지 3층
꿈나무태권도,053-986-4646,대구광역시 동구 봉무동 1542번지 고은타워 401호
글로벌 이시아 태권도장,053-984-8112,대구광역시 동구 봉무동 1542 301호
복싱마스터,053-963-1277,대구광역시 동구 율하동 1158번지 401호
계명대마스터태권도,053-985-1117,대구광역시 동구 봉무동 1539-9번지
형제단태권도,053-961-5558,대구광역시 동구 율하동 1093번지
혁신&새론태권도,053-981-5579,"대구광역시 동구 각산동 1056-6번지 4,5층"
계명대효신태권도체육관,053-638-3063,대구광역시 달서구 상인동 1551 제림상가 105동 201호
NEW 천마루 태권도,053-525-2284,대구광역시 달서구 용산동 917 용산블루빌 상가1호
동양 태권도장,053-525-0011,대구광역시 달서구 용산동 911 파크타운 106/203
서린1태권도장,053-525-3800,대구광역시 달서구 장기동 813-1
전진태권도,588-4855,대구광역시 달서구 이곡동 1306-1번지
아리솔비산 태권도장,053-552-3334,대구광역시 서구 비산동 712-18
우성태권도,357-0681,대구광역시 서구 비산동 1266-9번지
계명대박사 인지태권도,356-4454,대구광역시 서구 비산동 1223-2번지
계명타이거즈태권도체육관,053-565-1780,대구광역시 서구 내당동 200-18
엘리트태권도장,983-0506,대구광역시 동구 방촌동 1120-39번지
김만규태권도장3관,0539642238,대구광역시 동구 율하동 894번지
드림짐,053-252-5175,대구광역시 중구 남산동 107-31번지
동성체육관,942-6601,대구광역시 동구 신암동 635-2번지 2층
효신태권도장,053-756-1711,대구광역시 동구 신천동 499-1번지
연무검도장,053-641-0270,대구광역시 달서구 상인동 1529-3
월성태권도장,053-651-7585,대구광역시 달서구 본동 706
소나무향기태권도장,053-655-0817,대구광역시 달서구 송현동 1029-1 송현우방맨션
이곡태권도장,585-5399,대구광역시 달서구 이곡동 1306-7
달서복싱,053-582-6966,대구광역시 달서구 이곡동 1000-125번지
꿈을 향한 힘찬 태권도,525-5225,대구광역시 서구 중리동 26-1번지 중리롯데캐슬아파트 상가동 409호
서구 무극태권도장,053-572-7711,대구광역시 서구 내당동 255-1번지
천하무적 태권도,053-522-5003,대구광역시 서구 내당동 11-1번지 홍실2차아파트 상가2층 201호
슈퍼맨태권스쿨,525-7953,대구광역시 서구 평리동 1333-10번지
새현무태권도,053-354-8331,대구광역시 서구 비산동 1215 2층
동부태권도장,051-467-2500,부산광역시 동구 초량동 646-3번지 지하1층
푸른솔 체육관,331-6508,부산광역시 북구 구포동 849-2번지
맑은누리태권도장,331-8842,부산광역시 북구 구포동 1261-27번지 (2층)
계명대 동영 태권도장,051-364-2332,부산광역시 북구 금곡동 1880-9 3층
장정구 복싱,331-7980,부산광역시 북구 만덕동 916-9번지
드림태권도장,331-1199,부산광역시 북구 만덕동 943-4번지
계명대 카이저 도장,051-361-8889,부산광역시 북구 화명동 2324번지 상가동 301호
용인대W복싱짐,051-361-0977,부산광역시 북구 화명동 1528-5번지 B동 102호
열정태권도 교육관,361-5421,부산광역시 북구 화명동 2272-5번지 현호타워 705호
승리마루 백양 태권도장,331-0030,부산광역시 북구 만덕동 834번지
동아대인성3 태권도장,342-9211,부산광역시 북구 만덕동 216-7번지
코리아 짐,051-338-5026,부산광역시 북구 덕천동 792-5
청무유도관,051-242-7727,부산광역시 서구 동대신동3가 505-1 24통2반
특사체육관,051-243-8742,부산광역시 서구 서대신동3가 271-2번지
창무관동부도장,467-8542,부산광역시 동구 수정동 546-1번지 2층
초원체육관,645-5879,부산광역시 동구 범일동 1442-1번지 1층
키워구봉체육관,469-3035,부산광역시 동구 수정동 1030-10 (2층)
신령체육관,054)332-3394,경상북도 영천시 신녕면 완전리 853-2번지
경희영재태권도장,054-331-0727,경상북도 영천시 망정동 131번지 황금상가 2층 201호
국가대표 영재 태권스쿨,054-338-0727,경상북도 영천시 완산동 1460번지 영천완산미소지움 근린생활시설동 201호
아리랑태무금호태권도장,054)334-1262,경상북도 영천시 금호읍 냉천리 705-14
동부 키즈아이 태권도장,054-332-6617,경상북도 영천시 문외동 247-6번지 202호
경희영재2태권도도장,054)334-0727,경상북도 영천시 망정동 131번지 3층 301
YC복싱클럽,054-334-8047,경상북도 영천시 문외동 40-35번지
퍼펙트 유도관,054-333-9341,경상북도 영천시 야사동 297-1번지 애플타워 지하1층
문내정의태권도,054-335-0037,경상북도 영천시 문외동 137-11번지
태권도중부체육관,054-855-0066,경상북도 안동시 안흥동 283-13
정상태권도,054-841-3456,경상북도 안동시 정하동 297-3
메디팜이재혁건강복싱,054-841-5138,경상북도 안동시 옥동 619-15
홍익태권도,054-855-7052,경상북도 안동시 옥동 992-3 삼익빌딩 401호
김종현복싱클럽,054-857-8090,경상북도 안동시 정하동 280-7번지
계명대 태권도장,054-841-8820,경상북도 안동시 안막동 581-1
안동복싱체육관,853-5222,경상북도 안동시 광석동 10-11번지
국가대표세계태권도장,054-853-5922,경상북도 안동시 평화동 164-48 현대아파트 상가
용인대범호태권도장,054-855-5335,경상북도 안동시 옥동 937-3번지
용인대천하무적태권도,054-854-6868,경상북도 안동시 정하동 259-1 석미한아름아파트
경북대우성태권도장,054-854-6513,경상북도 안동시 금곡동 115-12 1층
태금태권도장 2,054-841-2139,경상북도 안동시 옥동 764-2
감사랑용인대힘찬태권도장,054-858-2844,경상북도 안동시 평화동 71-41 1층
슈퍼맨 태권도장,054-854-1286,경상북도 안동시 옥동 764-1번지 3층 302호
한올체육관,746-0822,경상남도 진주시 평거동 733-2번지
MTA태권도장,055-755-7897,경상남도 진주시 충무공동 83-3번지
경남검도관,055-761-1669,경상남도 진주시 금산면 장사리 1118-5번지
용인체육관,055-763-8887,경상남도 진주시 하대동 344-22번지
최기수복싱체육관,055-743-1440,경상남도 진주시 본성동 17-5번지
진주문화복싱클럽,055-745-0502,경상남도 진주시 신안동 1-1번지
진주유도관,746-1028,경상남도 진주시 신안동 1-1번지
으뜸태권도장 제9관,743-7712,경상남도 진주시 평거동 185-3번지 (2층)
태무태권도장,757-1116,경상남도 진주시 초전동 1639-5번지
대한태권도장,055-741-2126,경상남도 진주시 이현동 27-17번지
선학태권도장,759-4388,경상남도 진주시 초전동 822-3번지
극동태권도장(7관),055-743-7227,경상남도 진주시 신안동 707-5번지 2층1호
금산태권도장,055-763-2332,경상남도 진주시 금산면 장사리 994-2번지
한상준석사태권도,055-761-7952,경상남도 진주시 가좌동 562-20번지
태랑태권도장,055-759-3676,경상남도 진주시 하대동 308-9번지
무덕체육관,758-4044,경상남도 진주시 망경동 439-15번지
국기도장,755-3987,경상남도 진주시 상대동 296-80번지
으뜸태권도장,743-5484,경상남도 진주시 신안동 448-8번지
문화체육관,753-4484,경상남도 진주시 칠암동 211-4번지
용호종합체육관,055-761-3870,경상남도 진주시 하대동 103-49번지
진주검도관,055-758-3509,경상남도 진주시 호탄동 602-1번지 대경빌라트
동원태권도장,747-0810,경상남도 진주시 상봉동 1018-12번지
한사랑태권도,055-757-4565,경상남도 진주시 초전동 1637-1번지 초전2차푸르지오아파트 상가동 215동 202호
경상대백호태권도장,055-752-8813,경상남도 진주시 초전동 1642-18번지
보람태권도,055-745-6371,경상남도 진주시 신안동 582-7번지
강한아이 태권도장,055-761-4994,경상남도 진주시 하대동 343-5번지
독수리 태권도,055-747-8857,경상남도 진주시 이현동 1180번지
태비태권도장,055-742-6268,경상남도 진주시 신안동 435-16번지
신평검도관,055-742-1438,경상남도 진주시 평거동 732-2번지
화랑태권도장,752-1047,경상남도 진주시 가좌동 562-4번지
드림태권도,0557557786,경상남도 진주시 초전동 1667번지
명문태권도장,055-761-3007,경상남도 진주시 금산면 중천리 244-9번지
한국MTA태권도장,055-743-1939,경상남도 진주시 이현동 27-1번지
진주태권도장,055-745-9898,경상남도 진주시 판문동 66-3번지
한울검도관,055-758-0999,경상남도 진주시 초전동 1669
금강태권도장,055-758-6236,경상남도 진주시 초전동 829-6번지
호연지기태권도장,055-763-3383,경상남도 진주시 초전동 1075-5번지
월드키즈태권도장,055-745-7330,경상남도 진주시 평거동 1115-4번지
문산MTA태권도장,055-761-7732,경상남도 진주시 문산읍 삼곡리 1279-1번지
한성태권도 본관,055-761-5733,경상남도 진주시 호탄동 579-1번지
대산체육관,055)582-8244,경상남도 함안군 대산면 구혜리 222-8
합성태권도장,055-334-9502,경상남도 김해시 서상동 42-7번지
아라체육관,055)583-6780,경상남도 함안군 가야읍 말산리 207번지
한국유도관,055)582-1633,경상남도 함안군 가야읍 말산리 495-12번지
유명구 범진 권투 체육관(율하점),055-335-3211,경상남도 김해시 율하동 1334-1번지 401호
브레인박사 태권도장,055-321-7920,경상남도 김해시 율하동 1336-2번지 401호
율하태권도장,055-323-8997,경상남도 김해시 율하동 1352-2번지 302호
용인대 태권도장,055-327-0300,경상남도 김해시 관동동 1121번지 727동 202호
이안태권도,055-332-7852,경상남도 김해시 삼계동 610번지 삼계이안아파트 122동 207호
미르태권도장,055-329-0009,경상남도 김해시 외동 1250-4번지
무적태권도장,055-339-1176,경상남도 김해시 삼계동 1428-5번지 한솔솔파크 상가동 302호
리틀태권도장,055-325-6828,경상남도 김해시 율하동 1335-1번지
정우복싱클럽,055-323-1283,경상남도 김해시 외동 1254-4 703호
사계절 태권도장,055-335-0798,경상남도 김해시 부곡동 801-6 지하 103호
대청검도관,055-322-6777,경상남도 김해시 대청동 285-2
고당산아루태권도장,055-338-1959,경상남도 김해시 삼방동 189번지 동성아파트 2층 상가동 1호
서울태권도장,055-327-4725,경상남도 김해시 구산동 257번지 백조상가3층1호
김해JS복싱클럽,055-333-8886,경상남도 김해시 구산동 702-1번지
천비태권도체육관,055-337-4164,경상남도 김해시 어방동 499번지 대우유토피아아파트 20동 203호
대한태권도체육관,055-345-0068,경상남도 김해시 진영읍 여래리 447-4번지 3층
구산체육관,055-322-0987,경상남도 김해시 구산동 316번지 대동삼업상가 304동 305호
건무태권도장,055-323-7180,경상남도 김해시 지내동 314-4
태사랑태권도장,055-324-1780,경상남도 김해시 외동 1251번지 대동아파트
